distance_km,keyrate_bps_level_0,keyrate_bps_level_1,keyrate_bps_level_2,opt_qs_level_0,opt_qs_level_1,opt_qs_level_2,opt_lambdas_level_0,opt_lambdas_level_1,opt_lambdas_level_2
0.0,4.847222640944404,0.14285379989146882,0.002943448068908008,0.12781507201241707,0.0376119075211267,0.011629185006032161,0.2999990262784438,0.29999896535517845,0.29999981105609863
26.31578947368421,0.47115868361547897,0.007607098966157872,5.8500821233956705e-05,0.12633163293075197,0.03626617442583499,0.011127187243841707,0.08579737292797461,0.03828774213852164,0.01733294079928932
52.63157894736842,0.10826481340841836,0.0020553959607894218,1.8981566363222356e-05,0.12541955912416689,0.03615025741565031,0.011117890683357556,0.080650276700942,0.030745779960982808,0.013008595163884001
78.94736842105263,0.03051093401072715,0.0007909025231808196,8.769420902703347e-06,0.12506341327197967,0.036110720403886465,0.011114782744019391,0.07881624303179482,0.02777222139790196,0.011204433999418645
105.26315789473684,0.009461274739839872,0.00035711837114690983,4.754472060955561e-06,0.12492360196654259,0.03609225321490531,0.011113257464999471,0.07810352605285191,0.02627892728630267,0.010204100289613105
131.57894736842104,0.0031004935703010804,0.00017621557329658015,2.8267405337282242e-06,0.12486789299236123,0.03608238105740255,0.011112370424488788,0.07782010256789411,0.025447200802422604,0.009574177911172155
157.89473684210526,0.001053131012769148,9.185403309344092e-05,1.7841752302935015e-06,0.12484554920394614,0.036076717943761466,0.011111800755381457,0.07770647043284878,0.024958448567632713,0.009148051386494382
184.21052631578945,0.0003668219569741363,4.9651881819894885e-05,1.1739913566267075e-06,0.12483653236772796,0.03607333804892926,0.011111413274378257,0.07766077716603081,0.024662410048260086,0.008846463225048423
210.52631578947367,0.00013017311570191488,2.752823361796014e-05,7.963270617795525e-07,0.12483290483952694,0.03607126965358795,0.011111138499330653,0.07764235934746946,0.024479862653722734,0.0086264224950659
236.8421052631579,4.686320790113985e-05,1.5545887729859103e-05,5.527080054781149e-07,0.12483145957934799,0.03606998502200892,0.011110938924512426,0.07763494814752947,0.02436606250758383,0.008462392465978491
263.1578947368421,1.7065212702430874e-05,8.901565098632683e-06,3.9052072689402667e-07,0.12483087125272668,0.03606918232062703,0.01111079123553449,0.07763197553414328,0.024294637678296427,0.008338194771252166
289.4736842105263,6.272512624336674e-06,5.152061729437067e-06,2.79853067327138e-07,0.1248306403225041,0.03606867335136191,0.011110680472695394,0.0776307404598357,0.02424963337268432,0.008243064474272643
315.7894736842105,2.3234700091653834e-06,3.0075407280271444e-06,2.0284534509759053e-07,0.12483054909660687,0.0360683550006386,0.011110593459465745,0.07763023744510154,0.02422118177311472,0.008169557606307776
342.10526315789474,8.663120074443836e-07,1.7679636480629876e-06,1.4840525073638158e-07,0.12483050120919942,0.036068160020150286,0.011110525330793153,0.07763007111716488,0.024203174364695934,0.008112377347614497
368.4210526315789,3.248202817216273e-07,1.0453449211537585e-06,1.0941804468274172e-07,0.12483049636404392,0.03606803286309235,0.011110474966239237,0.07762994833906935,0.024191768300270422,0.008067669591084875
394.7368421052631,1.2238163332111377e-07,6.211347677542827e-07,8.119715570073171e-08,0.12483051055290884,0.036067952018473265,0.011110433784084467,0.07762977739930872,0.024184535601728285,0.008032574941862908
421.05263157894734,4.630505096937477e-08,3.7064119458424053e-07,6.058621831230042e-08,0.12483046416087346,0.036067898845788315,0.011110402356744181,0.07763002600348422,0.024179954599264586,0.008004937914271232
447.36842105263156,1.7585772052535534e-08,2.2198665571452121e-07,4.5419482220594974e-08,0.1248304452610337,0.03606786858920977,0.011110377800878563,0.0776301236295039,0.02417703599772561,0.007983122212196408
473.6842105263158,6.70091383647467e-09,1.3338735814499397e-07,3.418735519652748e-08,0.12483047324627441,0.03606784727081752,0.01111035785947001,0.07763003243286938,0.02417518662421106,0.007965867426661749
500.0,2.560905665000627e-09,8.038232159805522e-08,2.5823468470225417e-08,0.12483079310694106,0.0360678345238542,0.0111103436428992,0.07762808123971499,0.024174022294968373,0.007952201453315128
