distance_km,keyrate_bps_level_0,keyrate_bps_level_1,keyrate_bps_level_2,opt_qs_level_0,opt_qs_level_1,opt_qs_level_2,opt_lambdas_level_0,opt_lambdas_level_1,opt_lambdas_level_2
0.0,43.817359486898916,2.2559011851485438,0.05716039347854115,0.22170736226800175,0.08439507172816008,0.028638539686896447,0.29999773152444875,0.299995506982196,0.2999999523593421
26.31578947368421,2.2513863721919702,0.05451995921996172,0.0004702957953796,0.22052051540138132,0.0798578306690407,0.026526265818231087,0.057881487685759306,0.02478424981916924,0.010911516700058854
52.63157894736842,0.4352523764146211,0.014025670389040578,0.00015075766391534447,0.22011398123230755,0.07974352440826193,0.02651503637706426,0.050986122991488705,0.01958172420761392,0.008158331379869377
78.94736842105263,0.11540700837976028,0.005308375958078607,6.936862146271776e-05,0.21998171215347795,0.0797065186589189,0.026511327335731888,0.048816558450731046,0.017594955066647905,0.007018083135919645
105.26315789473684,0.03496339035835708,0.0023785061619838706,3.753473382042245e-05,0.21993207492198236,0.07968948487018396,0.02650951904036561,0.04801551696104561,0.01660871960065205,0.006387603590512131
131.57894736842104,0.01135288579640814,0.0011688248090447977,2.2290295846401893e-05,0.21991246732835268,0.0796804391055349,0.02650847390013017,0.04770336223523883,0.016062480730999446,0.005991159147389846
157.89473684210526,0.0038420617363833717,0.0006078257076337861,1.4058739798354934e-05,0.21990464112831182,0.07967527469545083,0.026507793954471726,0.047579224777679785,0.01574246364001078,0.005723206476687143
184.21052631578945,0.0013362794850633093,0.000328099389133426,9.2460321421225e-06,0.21990140857875645,0.0796721754925303,0.026507338455722534,0.047529463059957394,0.015548976499170503,0.005533674219929674
210.52631578947367,0.00047392075808416545,0.00018175011621940907,6.2694181235777386e-06,0.21990018598618946,0.07967029784317609,0.02650701230866981,0.04750945524955341,0.015429787072739454,0.005395444154633167
236.8421052631579,0.00017057395257518375,0.00010258419940275599,4.350294835035191e-06,0.21989963296223763,0.07966912839441392,0.026506780127992485,0.047501403419668575,0.015355535887464106,0.005292428853842762
263.1578947368421,6.210843857712394e-05,5.872007639295281e-05,3.0731448849987527e-06,0.21989942929599335,0.07966841453806328,0.02650660103253194,0.047498144269732465,0.01530895598814247,0.005214446230597053
289.4736842105263,2.2827776325167163e-05,3.397897725332301e-05,2.2019402024785096e-06,0.2198993320916337,0.07966795718462988,0.02650646998539874,0.04749685410202824,0.015279605158455695,0.005154722652231103
315.7894736842105,8.455754185089778e-06,1.9832768505241184e-05,1.5958494872246082e-06,0.21989931178285074,0.07966767159135613,0.02650636957283331,0.04749630357775807,0.015261056459062894,0.005108580919258698
342.10526315789474,3.1527307129611e-06,1.1657591798465964e-05,1.1674510238434419e-06,0.21989929111268314,0.07966749130243225,0.026506292236864903,0.04749609519729715,0.015249321421138107,0.005072691341072438
368.4210526315789,1.1821009890405875e-06,6.892426291481792e-06,8.606949035881041e-07,0.21989927485916216,0.07966736846572736,0.026506232741860314,0.04749606525734097,0.015241887900182716,0.005044631518090759
394.7368421052631,4.4537644467399375e-07,4.0952816964477044e-06,6.386726956073769e-07,0.21989933076110157,0.07966729374860299,0.026506180023165266,0.04749587871609624,0.015237174831786188,0.0050226064288643735
421.05263157894734,1.6851524239869507e-07,2.4436690252917535e-06,4.7653360751417325e-07,0.2198993180818416,0.07966725323065682,0.026506143188399223,0.04749594575696632,0.01523417677887115,0.00500526373853552
447.36842105263156,6.399885395656149e-08,1.4635572015357781e-06,3.57229919293572e-07,0.21989934604809855,0.07966721753585898,0.026506114312394857,0.04749576196825259,0.015232283739620045,0.004991573193250609
473.6842105263158,2.438623634695814e-08,8.794148243012776e-07,2.6888097304500746e-07,0.2198991553722443,0.07966719287440738,0.02650609402057985,0.04749636808373332,0.01523108604718404,0.004980743269817817
500.0,9.319752043211323e-09,5.299529265575996e-07,2.030955377557014e-07,0.21989925485497455,0.07966719092360808,0.026506074933787593,0.04749611866146772,0.015230312554634418,0.004972168491786361
