distance_km,keyrate_bps_level_0,keyrate_bps_level_1,keyrate_bps_level_2,opt_qs_level_0,opt_qs_level_1,opt_qs_level_2,opt_lambdas_level_0,opt_lambdas_level_1,opt_lambdas_level_2
0.0,105.7370588554265,9.197924872774356,0.3251849189721469,0.42276522796787486,0.21870987121707577,0.08986847053829988,0.29999962346982983,0.2999996462826817,0.2999990044000074
26.31578947368421,20.22056160186381,1.6536811510008724,0.028824168218023558,0.45718286079052617,0.22946751725680703,0.08914427210129316,0.1290738660047901,0.07335594051878426,0.037285754862725354
52.63157894736842,6.989349700075731,0.5709923716911907,0.010074489975514323,0.472871939255293,0.23116036322325903,0.08900001480366215,0.14548400845993978,0.06423457854482219,0.02864220867366167
78.94736842105263,2.5008300360998454,0.2435439611071244,0.004778086222939233,0.4816914872941653,0.2317888773634393,0.0889455595686473,0.15708383589935926,0.060016023862697346,0.02486640900558637
105.26315789473684,0.8720312385185479,0.11589056541341929,0.0026247591147853036,0.48589160985198226,0.23208647638878865,0.0889173714785742,0.1629533503058114,0.05773551924710997,0.022735258209511944
131.57894736842104,0.3009056469778017,0.058885079746983475,0.0015726322395966102,0.4876897293119774,0.2322449438877506,0.08890045506185046,0.16551413456781267,0.05641472370537273,0.02138061141727221
157.89473684210526,0.10443243538795402,0.031227287227959862,0.0009975624507853327,0.48842740625991343,0.2323349863654777,0.08888939427480924,0.16657264642448025,0.055620996939220624,0.020458995064155466
184.21052631578945,0.036696565240586086,0.017056650562687046,0.0006586332031860648,0.48872567579324394,0.2323881555198432,0.08888176836272171,0.16700230942148336,0.05513374187923849,0.019804292456975847
210.52631578947367,0.013068795636743633,0.00951745931373971,0.00044783582246863844,0.48884571967721496,0.2324202451512416,0.08887630421870424,0.1671756177223195,0.054830784506285465,0.01932536921621464
236.8421052631579,0.00471160549306416,0.005396248384395277,0.0003113788261229511,0.4888939278292028,0.2324399434512369,0.08887227866316916,0.16724539814755213,0.0546409224875765,0.01896769437045845
263.1578947368421,0.0017167196772665664,0.0030976307675475824,0.00022029688726113713,0.48891330817990397,0.23245221208165515,0.08886927320775873,0.16727350345968778,0.05452136053959124,0.01869650793993846
289.4736842105263,0.0006311465206084205,0.0017956788656818047,0.0001580252158153409,0.48892109442526105,0.23245978212565294,0.08886700392264235,0.16728487255007235,0.054445852436877884,0.018488570915503044
315.7894736842105,0.00023381177092384367,0.0010492795595226396,0.00011462835313242638,0.4889242059756853,0.23246455857473022,0.08886523684784187,0.16728933973266633,0.05439805162574077,0.018327777540324275
342.10526315789474,8.718062987768876e-05,0.0006172005784014196,8.391345305519298e-05,0.48892552035797016,0.23246753649445812,0.0888638551844923,0.16729130828011538,0.05436777412821396,0.01820261746036289
368.4210526315789,3.268853055708692e-05,0.00036507800657194136,6.189701898179038e-05,0.48892600289668814,0.23246948978416038,0.08886280568423036,0.1672919732845364,0.05434857376038134,0.01810471812514744
394.7368421052631,1.2316041921532577e-05,0.0002169809315181299,4.594906397585445e-05,0.48892622924981854,0.23247063819949088,0.08886197104947169,0.16729231846972145,0.054336390263782244,0.018027835269650794
421.05263157894734,4.659983165844129e-06,0.00012949677486657492,3.42950435590173e-05,0.48892628023035756,0.23247140069483296,0.08886135798718309,0.16729230397477285,0.05432864724567489,0.01796727668637954
447.36842105263156,1.7697741534291627e-06,7.756686437724985e-05,2.5715528187338133e-05,0.48892643261446983,0.23247187300005345,0.08886083339298945,0.1672926735181424,0.054323749507051114,0.01791946278265366
473.6842105263158,6.743581455626845e-07,4.6611385768614635e-05,1.9359508729129693e-05,0.488926429486044,0.23247217908259374,0.08886044540253632,0.16729266684349056,0.054320633701625015,0.017881639187491832
500.0,2.577212364267849e-07,2.8090252255547377e-05,1.4625244699352941e-05,0.4889266764630261,0.23247236877382776,0.08886009919605942,0.1672932477435286,0.05431865060970424,0.017851669733054187
