distance_km,keyrate_bps_level_0,keyrate_bps_level_1,keyrate_bps_level_2,opt_qs_level_0,opt_qs_level_1,opt_qs_level_2
0.0,348.69922241165636,54.62903078656952,5.2295138578327744,0.09481624818353313,0.040996909772270385,0.016559626266382105
26.31578947368421,15.664415212929967,6.668035217898098,1.240693254271325,0.02190181620456766,0.011874869271932986,0.006324388739339493
52.63157894736842,3.0804642895363523,2.119553669696993,0.5355398660911754,0.016682907136540026,0.00820580841492416,0.004242255753227259
78.94736842105263,0.8317689571751984,0.8798414165702645,0.2830366600859839,0.015214241736471734,0.006860478409904669,0.0033613540669892583
105.26315789473684,0.2557380823577254,0.4150758657598097,0.16632014913496068,0.014691782530181025,0.0062137062908649565,0.002884372391989465
131.57894736842104,0.08400563339493691,0.2107101541891786,0.104366214782356,0.014490983402785595,0.005862793245230424,0.002591465893756556
157.89473684210526,0.028686338165234145,0.11202744212606469,0.06847108898169506,0.014411542004312411,0.005659866322867024,0.002397522019382009
184.21052631578945,0.010047777025222818,0.06144109330524821,0.04638065645917378,0.014379756814480033,0.005538169827629752,0.002262625284020603
210.52631578947367,0.003583496105194661,0.03444335551679496,0.032176593610758725,0.014366983588711774,0.005463590483713199,0.0021655563942752365
236.8421052631579,0.00129559637283067,0.019621101629105974,0.022736624149061514,0.014361841140854148,0.005417277989337194,0.0020939871532509313
263.1578947368421,0.00047348703673304475,0.01131426339476317,0.016300333970339323,0.01435976930822877,0.0053882830620091415,0.0020402674335644744
289.4736842105263,0.00017456254932337163,0.006586538373711878,0.01182242720824938,0.014358934978415533,0.0053700368219434524,0.00199940260790471
315.7894736842105,6.482772094257924e-05,0.0038636626064610788,0.008656069698714115,0.014358598125483457,0.00535851732318926,0.0019679980740882896
342.10526315789474,2.4224346538688516e-05,0.0022806547858754108,0.006387360390605856,0.014358462284997237,0.0053512310181182965,0.0019436751856319878
368.4210526315789,9.100089419062762e-06,0.0013533103753633588,0.004744053852212325,0.014358407055782063,0.005346615080504796,0.001924723062088518
394.7368421052631,3.4343005464169934e-06,0.0008066345468619235,0.0035429383790139273,0.01435838545054613,0.005343689657526685,0.0019098855779462742
421.05263157894734,1.301317854479545e-06,0.0004826540487072823,0.0026583384078078935,0.014358378045047082,0.005341833550615932,0.001898227552495635
447.36842105263156,4.948544632614205e-07,0.0002897787143732015,0.0020026469679184263,0.014358373953313075,0.005340656114233788,0.0018890404187063836
473.6842105263158,1.8877771866963689e-07,0.0001745016183554852,0.0015139568568371395,0.01435837131505549,0.005339909201605708,0.001881784158912797
500.0,7.222037978070953e-08,0.00010536480222937947,0.001148012081684396,0.014358370614999394,0.0053394350316539885,0.0018760427659818557
