distance_km,keyrate_bps_level_2
0.0,0.1079765617707296
26.31578947368421,0.0014745375108251868
52.63157894736842,0.0004741938788941907
78.94736842105263,0.000218423203834757
105.26315789473684,0.00011824785920023775
131.57894736842104,7.024352568721472e-05
157.89473684210526,4.431187838278366e-05
184.21052631578945,2.9146459536439837e-05
210.52631578947367,1.976504804544351e-05
236.8421052631579,1.3715719112386524e-05
263.1578947368421,9.689569893160718e-06
289.4736842105263,6.942939378269051e-06
315.7894736842105,5.0320210333933805e-06
342.10526315789474,3.681280205743783e-06
368.4210526315789,2.7140442181854226e-06
394.7368421052631,2.0139647191234527e-06
421.05263157894734,1.5026983984917894e-06
447.3684210526315,1.1264962540241045e-06
473.6842105263158,8.478999198802049e-07
500.0,6.404532492530007e-07
