distance_km,keyrate_bps_level_1
0.0,23.98205861462809
26.31578947368421,6.670326959209389
52.63157894736842,2.5758591703824445
78.94736842105263,1.1545673158961811
105.26315789473684,0.5637344606706984
131.57894736842104,0.2906156204664047
157.89473684210526,0.15543372305107572
184.21052631578945,0.08533727657266892
210.52631578947367,0.04776819042410185
236.8421052631579,0.02713701675330898
263.1578947368421,0.015596707201286772
289.4736842105263,0.009048292774506618
315.7894736842105,0.005289809343695373
342.10526315789474,0.0031124910297527673
368.4210526315789,0.001841415154533126
394.7368421052631,0.0010945628402797363
421.05263157894734,0.0006532989113703378
447.3684210526315,0.0003913364819822298
473.6842105263158,0.00023516877792651868
500.0,0.00014172677613181458
