distance_km,keyrate_bps_level_2
0.0,0.0006608208050725305
26.31578947368421,1.8561978015907744e-06
52.63157894736842,5.916134675121243e-07
78.94736842105263,2.7170607967203176e-07
105.26315789473684,1.4688179152415655e-07
131.57894736842104,8.71800674245383e-08
157.89473684210526,5.496655253543268e-08
184.21052631578945,3.614150319106138e-08
210.52631578947367,2.450227621708768e-08
236.8421052631579,1.6999863633487937e-08
263.1578947368421,1.2008005370587462e-08
289.4736842105263,8.603277811632555e-09
315.7894736842105,6.2348747726248405e-09
342.10526315789474,4.560969159116271e-09
368.4210526315789,3.3624391389303187e-09
394.7368421052631,2.4950134339335985e-09
421.05263157894734,1.8615715473966818e-09
447.3684210526315,1.3954929837457742e-09
473.6842105263158,1.0503519123006271e-09
500.0,7.933610015223218e-10
