distance_km,keyrate_bps_level_1
0.0,139.37951228416532
26.31578947368421,8.974602031920087
52.63157894736842,2.705546693003761
78.94736842105263,1.1021331164567594
105.26315789473684,0.5153145364004598
131.57894736842104,0.26033729670853123
157.89473684210526,0.13802861987698645
184.21052631578945,0.07557568921161838
210.52631578947367,0.04232403628912579
236.8421052631579,0.024095240472217137
263.1578947368421,0.013888739150837172
289.4736842105263,0.008083250069947433
315.7894736842105,0.004740891440207348
342.10526315789474,0.0027981914580516155
368.4210526315789,0.0016603057147391348
394.7368421052631,0.0009895783625042116
421.05263157894734,0.0005921045697042727
447.3684210526315,0.0003554855620434012
473.6842105263158,0.00021406741618823757
500.0,0.00012925395741359677
