distance_km,keyrate_bps_level_1
0.0,0.02840025378488251
26.31578947368421,0.00023035634458422476
52.63157894736842,5.771641179452913e-05
78.94736842105263,2.16607336128311e-05
105.26315789473684,9.668168079858174e-06
131.57894736842104,4.741397095882816e-06
157.89473684210526,2.462818399758059e-06
184.21052631578945,1.328492764668862e-06
210.52631578947367,7.356070524962546e-07
236.8421052631579,4.1508656480121537e-07
263.1578947368421,2.375604810691513e-07
289.4736842105263,1.374528761977479e-07
315.7894736842105,8.022297438768459e-08
342.10526315789474,4.715269533897314e-08
368.4210526315789,2.7877800520633806e-08
394.7368421052631,1.6563916643334356e-08
421.05263157894734,9.88364169726082e-09
447.3684210526315,5.919465946008098e-09
473.6842105263158,3.556844878276244e-09
500.0,2.1434124779112197e-09
