distance_km,keyrate_bps_level_1
0.0,1.6757295259259306
26.31578947368421,0.06946739638242871
52.63157894736842,0.01815168012770214
78.94736842105263,0.006904464026404405
105.26315789473684,0.003100748408225543
131.57894736842104,0.0015255896342547676
157.89473684210526,0.0007939025706521635
184.21052631578945,0.00042871811124392333
210.52631578947367,0.00023754710123119463
236.8421052631579,0.00013409816488586546
263.1578947368421,7.67664219517417e-05
289.4736842105263,4.4424387378071833e-05
315.7894736842105,2.5930504995151243e-05
342.10526315789474,1.5242182060995849e-05
368.4210526315789,9.011917333272954e-06
394.7368421052631,5.354675658766737e-06
421.05263157894734,3.195171154078579e-06
447.3684210526315,1.9136536171524704e-06
473.6842105263158,1.1498701046698523e-06
500.0,6.929351387169823e-07
