distance_km,keyrate_bps_level_1
0.0,71.28390804399228
26.31578947368421,4.744560302067062
52.63157894736842,1.4328174122228012
78.94736842105263,0.5840124158547784
105.26315789473684,0.2731346340497874
131.57894736842104,0.13800743053548875
157.89473684210526,0.07317629360161612
184.21052631578945,0.040068611092093816
210.52631578947367,0.02243995468130354
236.8421052631579,0.012775386262339507
263.1578947368421,0.0073639444634057685
289.4736842105263,0.004285848149233264
315.7894736842105,0.002513695796270921
342.10526315789474,0.001483649673150814
368.4210526315789,0.0008803244773756569
394.7368421052631,0.0005246931506372019
421.05263157894734,0.0003139452601537306
447.3684210526315,0.00018848538419489327
473.6842105263158,0.00011350275598016871
500.0,6.853300364525791e-05
